,Name,Brand,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Price
2336,Nissan Terrano XV 110 PS,Nissan,54000,Diesel,Manual,Second,1461,6.0
2337,Audi Q3 2012-2015 35 TDI Quattro Premium,Audi,48000,Diesel,Automatic,First,1968,18.25
2338,Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,62000,Diesel,Manual,First,2494,7.75
2339,Tata Zest Revotron 1.2T XE,Tata,47000,Petrol,Manual,Second,1193,4.5
2340,Toyota Fortuner 3.0 Diesel,Toyota,171000,Diesel,Manual,First,2982,16.75
2341,BMW X3 xDrive20d,BMW,108000,Diesel,Automatic,First,1995,17.5
2342,Maruti SX4 S Cross DDiS 320 Zeta,Maruti,41000,Diesel,Manual,First,1598,7.7
2343,Honda City 1.5 S MT,Honda,66000,Petrol,Manual,Second,1497,4.45
2344,Maruti Swift Dzire LDI,Maruti,144000,Diesel,Manual,First,1248,5.25
2345,BMW 3 Series 320d M Sport,BMW,23806,Diesel,Automatic,First,1995,33.66
2346,Nissan Micra XV CVT,Nissan,89000,Petrol,Automatic,Second,1198,2.8
2347,Maruti Baleno Zeta Automatic,Maruti,38852,Petrol,Automatic,First,1197,8.47
2348,Maruti Ciaz ZDi Plus,Maruti,68737,Diesel,Manual,First,1248,9.32
2349,Mercedes-Benz CLA 200 CDI Style,Mercedes-Benz,23106,Diesel,Automatic,First,2143,27.43
2350,Honda Mobilio RS i DTEC,Honda,31250,Diesel,Manual,First,1498,6.5
2351,Toyota Innova 2.5 GX (Diesel) 8 Seater,Toyota,77795,Diesel,Manual,First,2494,9.5
2352,Jaguar XF 3.0 Litre S Premium Luxury,Jaguar,47759,Diesel,Automatic,First,2993,31.8
2353,Toyota Etios Petrol TRD Sportivo,Toyota,67620,Petrol,Manual,Second,1496,4.2
2354,Chevrolet Beat Diesel LS,Chevrolet,44378,Diesel,Manual,First,936,3.85
2355,Honda Accord 2.4 M/T,Honda,64709,Petrol,Manual,Second,2354,6.0
2356,Maruti Alto LXi,Maruti,76161,Petrol,Manual,First,796,1.65
2357,Skoda Octavia Ambition 2.0 TDI AT,Skoda,58410,Diesel,Automatic,First,1968,14.5
2358,Toyota Innova 2.5 V Diesel 7-seater,Toyota,72000,Diesel,Manual,First,2494,7.1
2359,Audi A4 35 TDI Premium Sport,Audi,11000,Diesel,Automatic,First,1968,28.0
2360,Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,45362,Diesel,Manual,First,1248,9.38
2361,Hyundai Grand i10 Sportz,Hyundai,59767,Petrol,Manual,First,1197,4.78
2362,Toyota Corolla DX,Toyota,70000,Petrol,Manual,Second,1794,1.7
2363,Tata Hexa XTA,Tata,14233,Diesel,Automatic,First,2179,17.85
2364,Hyundai i20 2015-2017 1.2 Asta,Hyundai,72000,Petrol,Manual,Second,1197,2.75
2365,Hyundai Verna 1.6 SX VTVT,Hyundai,11000,Petrol,Manual,First,1591,5.95
2366,Maruti Omni 8 Seater BSIV,Maruti,39000,Petrol,Manual,First,796,1.5
2367,Maruti Alto 800 2016-2019 VXI,Maruti,19855,Petrol,Manual,First,796,3.8
2368,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mercedes-Benz,20149,Diesel,Automatic,First,2143,38.5
2369,Hyundai i10 Era 1.1,Hyundai,70000,Petrol,Manual,First,1086,2.15
2370,Skoda Superb Style 1.8 TSI AT,Skoda,62004,Petrol,Automatic,Second,1798,3.75
2371,Volkswagen Vento 1.5 TDI Highline AT,Volkswagen,25500,Diesel,Automatic,First,1498,8.95
2372,Honda Civic 2010-2013 1.8 V MT,Honda,61700,Petrol,Manual,First,1799,2.95
2373,BMW 3 Series 320i Sedan,BMW,59660,Petrol,Automatic,First,1995,10.49
2374,Hyundai Santro Xing GLS,Hyundai,69775,Petrol,Manual,Second,1086,1.85
2375,Honda Accord 2001-2003 2.3 VTi L AT,Honda,88000,Petrol,Automatic,First,2354,5.25
2376,Maruti Ertiga VDI,Maruti,47052,Diesel,Manual,First,1248,5.99
2377,Ford Fiesta Classic 1.4 Duratorq LXI,Ford,69749,Diesel,Manual,First,1388,3.82
2378,Audi A4 35 TDI Premium,Audi,39644,Diesel,Automatic,First,1968,25.75
2379,Tata Indica Vista Quadrajet VX,Tata,137800,Diesel,Manual,First,1248,2.2
2380,Hyundai Verna CRDi ABS,Hyundai,120000,Diesel,Manual,Second,1493,2.0
2381,Mercedes-Benz E-Class E 220 d,Mercedes-Benz,11000,Diesel,Automatic,First,1950,56.5
2382,BMW 3 Series 320d Luxury Line,BMW,18600,Diesel,Automatic,Second,1995,21.0
2383,Hyundai Grand i10 CRDi Asta,Hyundai,116905,Diesel,Manual,First,1120,4.0
2384,Hyundai i10 Sportz AT,Hyundai,32824,Petrol,Automatic,First,1197,3.83
2385,Maruti Swift VXi BSIV,Maruti,19148,Petrol,Manual,First,1197,5.89
2386,Hyundai Santro Xing GLS,Hyundai,35008,Petrol,Manual,First,1086,1.36
2387,Hyundai Verna 1.4 VTVT,Hyundai,36000,Petrol,Manual,First,1396,8.0
2388,Maruti Swift Dzire ZDI,Maruti,56121,Diesel,Manual,First,1248,4.25
2389,Maruti Swift VDI,Maruti,30000,Diesel,Manual,First,1248,6.0
2390,Skoda Octavia 2.0 TDI AT Style Plus,Skoda,31021,Diesel,Automatic,First,1968,16.61
2391,Renault Duster 110PS Diesel RxL,Renault,52600,Diesel,Manual,First,1461,7.26
2392,Mahindra Scorpio 2.6 CRDe,Mahindra,60000,Diesel,Manual,First,2179,4.0
2393,BMW 5 Series 2013-2017 520d Luxury Line,BMW,44001,Diesel,Automatic,First,1995,34.51
2394,Maruti Wagon R VXI BSIII,Maruti,101000,Petrol,Manual,Third,1061,0.95
2395,Maruti Wagon R LXI BSIII,Maruti,84169,Petrol,Manual,First,1061,2.2
2396,Hyundai i20 Sportz 1.2,Hyundai,14001,Petrol,Manual,First,1197,5.75
2397,Mercedes-Benz New C-Class 230 Avantgarde,Mercedes-Benz,29000,Petrol,Automatic,Second,1796,10.0
2398,BMW 5 Series 520d Sedan,BMW,64158,Diesel,Automatic,First,1496,17.89
2399,Nissan Sunny 2011-2014 Diesel XV,Nissan,38800,Diesel,Manual,First,1461,4.05
2400,Mercedes-Benz CLA 200 CDI Sport,Mercedes-Benz,20969,Diesel,Automatic,First,2143,27.87
2401,Maruti Vitara Brezza ZDi,Maruti,2900,Diesel,Manual,First,1248,8.75
2402,Maruti Swift Dzire Vdi BSIV,Maruti,69000,Diesel,Manual,First,1248,4.79
2403,Skoda Rapid 1.5 TDI Ambition,Skoda,5833,Diesel,Manual,First,1498,11.92
2404,Maruti Wagon R LXI,Maruti,145000,Petrol,Manual,First,998,1.15
2405,Honda City i DTEC VX Option,Honda,71000,Diesel,Manual,First,1498,7.45
2406,Hyundai EON Magna Plus,Hyundai,12000,Petrol,Manual,First,814,3.5
2407,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mercedes-Benz,21603,Diesel,Automatic,First,2987,70.15
2408,Hyundai Santro GLS II - Euro II,Hyundai,65000,Petrol,Manual,Second,1496,3.15
2409,BMW 3 Series 320d,BMW,58000,Diesel,Automatic,First,1995,19.5
2410,BMW 3 Series 318i Sedan,BMW,39000,Petrol,Automatic,Second,1995,15.0
2411,Mahindra NuvoSport N8,Mahindra,37712,Diesel,Manual,First,1493,7.57
2412,Maruti Ritz VXi,Maruti,68000,Petrol,Manual,First,1197,4.4
2413,BMW X6 xDrive 40d M Sport,BMW,25000,Diesel,Automatic,First,2993,60.0
2414,Chevrolet Beat LT,Chevrolet,30000,Petrol,Manual,First,1199,1.6
2415,Maruti Swift Dzire VXI,Maruti,68218,Petrol,Manual,First,1197,4.9
2416,Maruti Ertiga ZDI,Maruti,52000,Diesel,Manual,First,1248,5.95
2417,Renault Duster 85PS Diesel RxL,Renault,63591,Diesel,Manual,First,1461,5.35
2418,Honda Amaze VX AT i-Vtech,Honda,57937,Petrol,Automatic,First,1198,5.4
2419,Audi A4 2.0 TDI Premium Sport Limited Edition,Audi,21979,Diesel,Automatic,First,1968,23.45
2420,Skoda Octavia Ambiente 1.9 TDI MT,Skoda,99000,Diesel,Manual,Second,1896,1.9
2421,Honda Amaze E i-Dtech,Honda,62000,Diesel,Manual,First,1498,6.1
2422,Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,Toyota,127001,Diesel,Manual,First,2494,4.95
2423,Hyundai EON D Lite Plus,Hyundai,84600,Petrol,Manual,Second,814,2.5
2424,Datsun redi-GO T Option,Datsun,30953,Petrol,Manual,First,799,3.48
2425,Maruti Swift VDI,Maruti,78000,Diesel,Manual,First,1248,4.4
2426,Mitsubishi Pajero 2.8 GLX Sports,Mitsubishi,85000,Diesel,Manual,First,2835,7.99
2427,Volvo S80 D5,Volvo,79000,Diesel,Automatic,First,2400,10.99
2428,Toyota Fortuner 4x2 AT,Toyota,79000,Diesel,Automatic,First,2982,18.5
2429,Jeep Compass 2.0 Limited 4X4,Jeep,48188,Diesel,Manual,First,1956,21.69
2430,Maruti Swift Dzire VDI,Maruti,67557,Diesel,Manual,First,1248,5.17
2431,Hyundai Verna 1.6 SX,Hyundai,103814,Diesel,Manual,Second,1582,4.5
2432,Mahindra Scorpio VLX 2WD BSIV,Mahindra,45128,Diesel,Manual,First,2179,6.75
2433,Hyundai i10 Era,Hyundai,56075,Petrol,Manual,First,1086,3.12
2434,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,166000,Diesel,Manual,First,2494,8.25
2435,Toyota Innova Crysta 2.8 ZX AT,Toyota,65367,Diesel,Automatic,First,2755,20.14
2436,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,114708,Diesel,Manual,First,2494,12.6
2437,Maruti Swift Dzire ZDI,Maruti,35082,Diesel,Manual,First,1248,6.61
2438,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,38593,Diesel,Automatic,First,1582,13.23
2439,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,70700,Diesel,Manual,First,2494,4.75
2440,Volkswagen Vento Diesel Highline,Volkswagen,83000,Diesel,Manual,Second,1598,2.9
2441,Chevrolet Tavera LS B3 10 Seats BSIII,Chevrolet,120000,Diesel,Manual,First,2499,5.5
2442,Mahindra Ssangyong Rexton RX7,Mahindra,91586,Diesel,Automatic,Second,2696,9.47
2443,Hyundai i10 Magna,Hyundai,38235,Petrol,Manual,First,1197,1.95
2444,Hyundai i10 Sportz 1.2,Hyundai,37000,Petrol,Manual,First,1197,2.2
2445,Honda Amaze S i-Vtech,Honda,44000,Petrol,Manual,Second,1198,4.35
2446,Maruti Celerio ZXI AT,Maruti,54000,Petrol,Automatic,First,998,4.5
2447,Hyundai Grand i10 Asta,Hyundai,90000,Petrol,Manual,First,1197,3.55
2448,Maruti Swift Dzire VDi,Maruti,35000,Diesel,Manual,First,1248,4.75
2449,Hyundai i10 Sportz,Hyundai,47324,Petrol,Manual,Second,1197,4.52
2450,BMW X1 sDrive 20d Exclusive,BMW,65148,Diesel,Automatic,First,1995,12.75
2451,Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,57773,Diesel,Automatic,Second,1968,20.04
2452,Nissan Terrano XL 85 PS,Nissan,87000,Diesel,Manual,First,1461,6.5
2453,Maruti Wagon R VXI AMT,Maruti,8000,Petrol,Automatic,First,998,4.15
2454,Honda Civic 2006-2010 1.8 (E) MT,Honda,77000,Petrol,Manual,First,1799,2.5
2455,Hyundai i20 2015-2017 Magna 1.2,Hyundai,20600,Petrol,Manual,First,1197,5.4
2456,Maruti Alto K10 VXI,Maruti,13198,Petrol,Manual,First,998,3.15
2457,Hyundai i20 Sportz Option 1.2,Hyundai,38000,Petrol,Manual,First,1197,5.95
2458,Tata Tiago AMT 1.2 Revotron XZA,Tata,15379,Petrol,Automatic,First,1199,6.97
2459,Hyundai i10 Sportz 1.2,Hyundai,60000,Petrol,Manual,First,1197,3.2
2460,Renault Duster 85PS Diesel RxL Optional,Renault,75371,Diesel,Manual,First,1461,6.69
2461,Tata Xenon XT EX 4X4,Tata,60000,Diesel,Manual,Second,2179,5.9
2462,Hyundai i20 Magna,Hyundai,30675,Petrol,Manual,First,1197,2.25
2463,Maruti Swift Dzire VDI,Maruti,22000,Diesel,Manual,First,1248,4.5
2464,Hyundai EON Magna,Hyundai,55000,Petrol,Manual,First,814,2.61
2465,Mercedes-Benz New C-Class 220 CDI AT,Mercedes-Benz,74213,Diesel,Automatic,First,2143,11.5
2466,Mini Cooper Convertible S,Mini,15000,Petrol,Automatic,First,1998,35.0
2467,Tata Nano Cx,Tata,57000,Petrol,Manual,First,624,0.5
2468,Maruti Ciaz ZDi Plus,Maruti,62144,Diesel,Manual,Second,1248,5.75
2469,Hyundai Verna CRDi 1.6 SX Option,Hyundai,50000,Diesel,Manual,First,1582,11.5
2470,Hyundai EON Era Plus,Hyundai,38000,Petrol,Manual,First,814,2.75
2471,BMW 5 Series 2013-2017 520d Luxury Line,BMW,30000,Diesel,Automatic,Second,1995,31.5
2472,Honda Brio S MT,Honda,38735,Petrol,Manual,First,1198,4.92
2473,Maruti Ritz VDi,Maruti,23598,Diesel,Manual,First,1248,3.52
2474,BMW 3 Series 320d Prestige,BMW,70000,Diesel,Automatic,First,1995,17.55
2475,Maruti Swift Dzire LDI,Maruti,39000,Diesel,Manual,First,1248,5.8
2476,Maruti Swift Dzire VDI,Maruti,84175,Diesel,Manual,First,1248,6.95
2477,Renault Scala RxL,Renault,45000,Petrol,Manual,First,1498,2.4
2478,Chevrolet Cruze LTZ AT,Chevrolet,59302,Diesel,Automatic,First,1998,5.25
2479,Maruti Swift Dzire ZXi,Maruti,55002,Petrol,Manual,First,1298,4.25
2480,Tata Indigo CS LX (TDI) BS III,Tata,128813,Diesel,Manual,First,1396,1.5
2481,Hyundai Grand i10 CRDi Sportz,Hyundai,46522,Diesel,Manual,First,1120,4.5
2482,Tata Indica Vista Quadrajet LS,Tata,180000,Diesel,Manual,First,1248,2.5
2483,Ford Fiesta 1.4 TDCi EXI,Ford,89326,Diesel,Manual,Third,1399,1.55
2484,Renault Duster 85PS Diesel RxE,Renault,54000,Diesel,Manual,First,1461,6.5
2485,BMW 5 Series 520d Sedan,BMW,95000,Diesel,Automatic,Second,1496,18.0
2486,Hyundai Grand i10 CRDi SportZ Edition,Hyundai,66337,Diesel,Manual,First,1120,4.96
2487,Honda Brio S MT,Honda,60000,Petrol,Manual,First,1198,3.25
2488,Audi A4 1.8 TFSI,Audi,38001,Petrol,Automatic,First,1781,8.5
2489,Maruti Alto 800 2016-2019 LXI,Maruti,73000,Petrol,Manual,Second,796,2.75
2490,Hyundai Verna Transform SX VTVT,Hyundai,61000,Petrol,Manual,Second,1599,3.4
2491,Maruti Ertiga ZDI,Maruti,120000,Diesel,Manual,First,1248,7.0
2492,Chevrolet Optra Magnum 1.6 LT ABS BS3,Chevrolet,71787,Petrol,Manual,First,1598,3.21
2493,Hyundai Creta 1.6 CRDi SX Option,Hyundai,11554,Diesel,Manual,First,1582,14.25
2494,Volkswagen Vento 1.5 TDI Highline,Volkswagen,90000,Diesel,Manual,First,1498,6.5
2495,Honda City i VTEC SV,Honda,48104,Petrol,Manual,First,1497,5.49
2496,Hyundai Getz GLS ABS,Hyundai,91000,Petrol,Manual,Third,1341,0.8
2497,Hyundai Grand i10 AT Asta,Hyundai,33931,Petrol,Automatic,Second,1197,5.91
2498,Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,13916,Petrol,Manual,First,1197,6.44
2499,Hyundai Grand i10 Sportz,Hyundai,14000,Petrol,Manual,First,1197,4.6
2500,Hyundai i20 Asta 1.2,Hyundai,17560,Petrol,Manual,First,1197,7.21
2501,Renault Duster 85PS Diesel RxL,Renault,60000,Diesel,Manual,First,1461,8.0
2502,Maruti Swift Dzire VDi,Maruti,88096,Diesel,Manual,Second,1248,3.5
2503,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,178280,Diesel,Manual,First,2494,5.9
2504,Tata Nano Twist XT,Tata,19963,Petrol,Manual,Second,624,1.74
2505,Ford Figo 2015-2019 1.2P Sports Edition MT,Ford,1000,Petrol,Manual,First,1196,6.8
2506,Hyundai i20 1.2 Asta Option,Hyundai,8000,Petrol,Manual,First,1197,7.5
2507,Honda BRV i-VTEC V MT,Honda,9200,Petrol,Manual,First,1497,8.0
2508,Honda Amaze S Diesel,Honda,29000,Diesel,Manual,First,1498,5.99
2509,Hyundai Creta 1.6 CRDi SX,Hyundai,27000,Diesel,Manual,First,1582,12.9
2510,Maruti Baleno Zeta 1.2,Maruti,22900,Petrol,Manual,First,1197,7.0
2511,Audi Q5 2.0 TDI Technology,Audi,50000,Diesel,Automatic,First,1968,35.0
2512,Honda Amaze S i-DTEC,Honda,60207,Diesel,Manual,First,1498,5.5
2513,BMW X5 3.0d,BMW,101119,Diesel,Automatic,First,2993,18.46
2514,Ford Figo Petrol Titanium,Ford,42000,Petrol,Manual,First,1196,2.4
2515,Maruti Wagon R VXI,Maruti,93000,Petrol,Manual,Third,998,1.0
2516,Hyundai i10 Era,Hyundai,60000,Petrol,Manual,Second,1086,2.65
2517,Skoda Rapid 1.5 TDI AT Elegance,Skoda,66122,Diesel,Automatic,First,1498,5.96
2518,Mercedes-Benz CLA 200 Sport Edition,Mercedes-Benz,24733,Petrol,Automatic,First,1991,27.15
2519,Audi A6 2.8 FSI,Audi,41000,Petrol,Automatic,Second,2773,10.5
2520,Maruti Ciaz ZXi Plus,Maruti,30000,Petrol,Manual,First,1373,6.7
2521,Ford Ecosport 1.5 DV5 MT Titanium,Ford,36000,Diesel,Manual,First,1498,4.9
2522,Mahindra Bolero mHAWK D70 ZLX,Mahindra,40279,Diesel,Manual,First,1493,8.0
2523,Maruti Alto K10 VXI,Maruti,46805,Petrol,Manual,First,998,3.63
2524,Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,60000,Petrol,Manual,First,1197,4.8
2525,Tata Zest Revotron 1.2T XE,Tata,100000,Petrol,Manual,First,1193,4.25
2526,Maruti Swift 1.3 VXi,Maruti,32986,Petrol,Manual,First,1496,4.24
2527,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Mercedes-Benz,81456,Diesel,Manual,First,2148,14.25
2528,Hyundai i10 Sportz AT,Hyundai,37229,Petrol,Automatic,First,1197,3.41
2529,Honda City 1.5 S MT,Honda,73200,Petrol,Manual,First,1497,2.78
2530,Skoda Octavia Elegance 2.0 TDI AT,Skoda,71826,Diesel,Automatic,First,1968,15.5
2531,Tata Indica V2 eLS,Tata,129000,Diesel,Manual,First,1396,3.0
2532,Maruti Wagon R VXi BSII,Maruti,82000,Petrol,Manual,First,998,2.3
2533,Hyundai Creta 1.6 CRDi SX,Hyundai,40459,Diesel,Manual,First,1582,13.28
2534,Maruti A-Star Lxi,Maruti,61964,Petrol,Manual,First,998,2.25
2535,Maruti Wagon R LXI,Maruti,15466,Petrol,Manual,First,998,3.36
2536,Honda Mobilio E i VTEC,Honda,23000,Petrol,Manual,First,1497,4.25
2537,Hyundai i10 Magna,Hyundai,43766,Petrol,Manual,First,1197,4.3
2538,Hyundai i20 1.4 Sportz,Hyundai,18521,Diesel,Manual,First,1396,9.18
2539,Maruti Celerio ZXI Optional,Maruti,26400,Petrol,Manual,First,998,4.99
2540,Skoda Laura 1.8 TSI Ambiente,Skoda,31900,Petrol,Manual,First,1798,3.75
2541,Ford Figo Diesel LXI,Ford,39000,Diesel,Manual,First,1399,2.5
2542,Honda Jazz 1.5 VX i DTEC,Honda,45671,Diesel,Manual,First,1498,7.2
2543,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Mercedes-Benz,39500,Diesel,Automatic,First,2143,29.5
2544,Mercedes-Benz GLA Class 200 CDI SPORT,Mercedes-Benz,54000,Diesel,Automatic,First,2143,17.55
2545,Volvo S60 D3,Volvo,20000,Diesel,Automatic,First,1985,12.0
2546,Audi A8 L 3.0 TDI quattro,Audi,55000,Diesel,Automatic,First,2967,13.5
2547,Hyundai Verna 1.6 SX CRDI (O) AT,Hyundai,48000,Diesel,Automatic,First,1582,5.1
2548,BMW 3 Series 320d,BMW,70000,Diesel,Automatic,First,1995,10.3
2549,Hyundai Verna 1.6 SX,Hyundai,62000,Diesel,Manual,First,1582,5.7
2550,Maruti Wagon R VXI,Maruti,41994,Petrol,Manual,First,998,3.41
2551,Ford Figo Diesel EXI,Ford,108882,Diesel,Manual,Second,1399,2.4
2552,Mahindra KUV 100 mFALCON G80 K2,Mahindra,24806,Petrol,Manual,First,1198,5.6
2553,Tata Indigo LS,Tata,160000,Diesel,Manual,First,1405,1.0
2554,Mahindra TUV 300 T8 AMT,Mahindra,30000,Diesel,Automatic,First,1493,8.2
2555,Audi Q3 35 TDI Quattro Premium Plus,Audi,51000,Diesel,Automatic,First,1968,27.5
2556,Maruti Wagon R VXI 1.2,Maruti,64876,Petrol,Manual,First,1197,3.5
2557,Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,25299,Diesel,Manual,First,1248,10.34
2558,Mahindra Scorpio DX 2.6 Turbo 8 Str,Mahindra,89869,Diesel,Manual,First,2609,3.25
2559,Hyundai Tucson CRDi,Hyundai,103515,Diesel,Manual,Third,1991,5.0
2560,Hyundai Santro Xing GLS,Hyundai,68282,Petrol,Manual,First,1086,2.25
2561,Maruti Vitara Brezza VDi Option,Maruti,51921,Diesel,Manual,First,1248,8.62
2562,Maruti Swift Dzire VDI,Maruti,18414,Diesel,Manual,First,1248,7.25
2563,Honda Amaze V Petrol,Honda,40866,Petrol,Manual,First,1199,5.47
2564,Jaguar XF 2.2 Litre Luxury,Jaguar,55001,Diesel,Automatic,First,2179,31.0
2565,Mini Cooper Convertible S,Mini,20469,Petrol,Automatic,First,1998,35.98
2566,Hyundai EON Era Plus,Hyundai,8500,Petrol,Manual,First,814,3.42
2567,Audi A6 3.0 TDI quattro,Audi,45000,Diesel,Automatic,Second,2967,11.5
2568,Hyundai i20 Active 1.2 SX Dual Tone,Hyundai,6000,Petrol,Manual,First,1197,7.25
2569,Maruti Swift AMT DDiS VDI,Maruti,11000,Diesel,Manual,First,1248,8.0
2570,Ford Ecosport 1.5 DV5 MT Titanium,Ford,80064,Diesel,Manual,First,1498,7.33
2571,Maruti Wagon R VXI BS IV with ABS,Maruti,29930,Petrol,Manual,First,998,3.35
2572,Volkswagen Vento 1.5 TDI Highline,Volkswagen,49105,Diesel,Manual,First,1498,4.4
2573,Toyota Etios VX,Toyota,55000,Petrol,Manual,First,1496,2.99
2574,Honda Jazz 1.2 SV i VTEC,Honda,23000,Petrol,Manual,First,1199,5.6
2575,Volkswagen CrossPolo 1.5 TDI,Volkswagen,54727,Diesel,Manual,First,1498,6.63
2576,Volkswagen Ameo 1.5 TDI Highline,Volkswagen,31426,Diesel,Manual,First,1498,7.9
2577,Honda City V MT Exclusive,Honda,53442,Petrol,Manual,First,1497,7.0
2578,Honda Brio VX AT,Honda,28000,Petrol,Automatic,First,1198,4.95
2579,Skoda Rapid 1.6 MPI AT Style,Skoda,13412,Petrol,Automatic,First,1598,9.19
2580,Hyundai Verna CRDi,Hyundai,70000,Diesel,Manual,First,1493,5.1
2581,Hyundai i20 Active S Diesel,Hyundai,81310,Diesel,Manual,First,1396,5.9
2582,Maruti Baleno Alpha CVT,Maruti,13574,Petrol,Automatic,First,1197,9.51
2583,Honda CR-V 2.4L 4WD MT,Honda,75000,Petrol,Manual,Second,2354,3.9
2584,Maruti Swift Dzire VXI,Maruti,58310,Petrol,Manual,Second,1197,5.39
2585,Maruti Swift Dzire VDi,Maruti,90000,Diesel,Manual,Second,1248,3.0
2586,Maruti Swift Dzire ZDI,Maruti,83000,Diesel,Manual,First,1248,4.3
2587,Maruti Swift Dzire ZXI,Maruti,37282,Petrol,Manual,First,1197,6.75
2588,Hyundai Grand i10 Sportz,Hyundai,23000,Petrol,Manual,First,1197,4.5
2589,Ford Fiesta 1.4 ZXi TDCi ABS,Ford,82000,Diesel,Manual,First,1399,2.75
2590,Hyundai Verna 1.6 CRDi S,Hyundai,31000,Diesel,Manual,First,1582,9.0
2591,Maruti Wagon R Vx,Maruti,200000,Petrol,Manual,First,1496,0.7
2592,Ford Figo Diesel EXI,Ford,45001,Diesel,Manual,Second,1399,2.55
2593,Tata Manza Aqua Quadrajet BS IV,Tata,50446,Diesel,Manual,First,1248,3.54
2594,Honda Civic 2006-2010 1.8 S MT,Honda,89000,Petrol,Manual,First,1799,4.25
2595,Maruti Alto LX BSIII,Maruti,72000,Petrol,Manual,Second,796,1.2
2596,BMW 5 Series 520d Luxury Line,BMW,90000,Diesel,Automatic,First,1995,19.5
2597,Mahindra XUV500 W8 2WD,Mahindra,76000,Diesel,Manual,Second,2179,12.0
2598,Maruti Ritz VDi,Maruti,78401,Diesel,Manual,First,1248,3.9
2599,Maruti Vitara Brezza ZDi Plus,Maruti,38426,Diesel,Manual,First,1248,9.13
2600,Maruti Eeco 7 Seater Standard,Maruti,45000,Petrol,Manual,First,1196,2.25
2601,Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,83000,Petrol,Manual,First,1197,3.25
2602,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,50170,Diesel,Automatic,First,1582,14.79
2603,Maruti Wagon R LXI,Maruti,37822,Petrol,Manual,First,998,2.35
2604,Maruti Celerio ZDi,Maruti,33517,Diesel,Manual,First,793,3.1
2605,Hyundai Santa Fe 2WD AT,Hyundai,110000,Diesel,Automatic,First,2199,12.9
2606,Hyundai EON D Lite Plus Option,Hyundai,60000,Petrol,Manual,First,814,2.5
2607,Hyundai i20 Sportz 1.2,Hyundai,92408,Petrol,Manual,First,1197,3.65
2608,Hyundai Verna 1.6 SX VTVT (O),Hyundai,45000,Petrol,Manual,First,1591,7.5
2609,Honda Brio S Option MT,Honda,33793,Petrol,Manual,First,1198,3.74
2610,Maruti Swift VXI Optional,Maruti,26327,Petrol,Manual,First,1197,5.86
2611,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mercedes-Benz,20604,Diesel,Automatic,First,2143,39.62
2612,Maruti Swift VDI Optional,Maruti,61386,Diesel,Manual,First,1248,7.05
2613,Maruti Swift AMT VDI,Maruti,11500,Diesel,Automatic,First,1248,7.5
2614,Chevrolet Beat Diesel LS,Chevrolet,58000,Diesel,Manual,First,936,2.1
2615,Skoda Superb Elegance 1.8 TSI AT,Skoda,38000,Petrol,Automatic,First,1798,11.6
2616,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Mercedes-Benz,49000,Diesel,Automatic,Second,2143,19.25
2617,Toyota Innova Crysta 2.4 VX MT 8S,Toyota,72202,Diesel,Manual,First,2393,17.92
2618,Hyundai i10 Sportz,Hyundai,7000,Petrol,Manual,First,1197,3.6
2619,Honda Amaze S i-DTEC,Honda,20000,Diesel,Manual,Second,1498,4.5
2620,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,14061,Diesel,Manual,First,1396,7.4
2621,Mercedes-Benz GLE 350d,Mercedes-Benz,30706,Diesel,Automatic,First,2987,59.29
2622,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Mahindra,51387,Diesel,Manual,First,2179,5.5
2623,Hyundai Getz GLE,Hyundai,44000,Petrol,Manual,Second,1341,1.75
2624,Maruti Baleno Alpha,Maruti,12208,Petrol,Manual,First,1197,6.75
2625,Chevrolet Optra Magnum 2.0 LT,Chevrolet,55000,Diesel,Manual,First,1991,3.95
2626,Hyundai Verna 1.6 SX VTVT (O),Hyundai,61600,Petrol,Manual,First,1591,4.2
2627,Honda City 1.5 V MT,Honda,28414,Petrol,Manual,First,1497,8.4
2628,Volkswagen Polo GT TSI,Volkswagen,27853,Petrol,Automatic,First,1197,8.25
